accession,start,stop,strand,geneID,locus,locus_tag,protein_product,length,protein_name
NW_007930836.1,1208607,1208945,-,19883405,,BBA_00393,XP_008593712.1,112,hypothetical protein BBA_00393
NW_007930836.1,1210124,1211664,+,19883406,,BBA_00394,XP_008593713.1,493,3-deoxy-7-phosphoheptulonate synthase
NW_007930836.1,1212088,1213250,-,19883407,,BBA_00395,XP_008593714.1,312,aldose 1-epimerase
NW_007930836.1,1215305,1215974,+,19883408,,BBA_00396,XP_008593715.1,193,aristolochene synthase
NW_007930836.1,1216343,1218059,-,19883409,,BBA_00397,XP_008593716.1,551,hexose transporter
NW_007930836.1,1222118,1227271,-,19883410,,BBA_00398,XP_008593717.1,1717,"telomere length regulator protein (Rif1), putative"
NW_007930836.1,1228523,1230188,+,19883411,,BBA_00399,XP_008593718.1,467,guanine nucleotide exchange factor synembryn
NW_007930836.1,1230585,1231303,+,19883412,,BBA_00400,XP_008593719.1,221,putative H3K9 methyltransferase
NW_007930836.1,1231497,1232044,-,19883413,,BBA_00401,XP_008593720.1,160,hypothetical protein BBA_00401
NW_007930836.1,1232486,1233163,-,19883414,,BBA_00402,XP_008593721.1,225,Acyl-CoA N-acyltransferase
NW_007930836.1,1233670,1234647,-,19883415,,BBA_00403,XP_008593722.1,174,ribosomal L18ae protein family
NW_007930836.1,1235229,1237046,+,19883416,,BBA_00404,XP_008593723.1,457,PCI domain-containing protein
NW_007930836.1,1238043,1239106,-,19883417,,BBA_00405,XP_008593724.1,288,BTB/POZ domain containing protein
NW_007930836.1,1240659,1241631,-,19883418,,BBA_00406,XP_008593725.1,305,"alpha/beta superfamily hydrolase, putative"
NW_007930836.1,1242362,1243660,+,19883419,,BBA_00407,XP_008593726.1,386,protein phosphatase 1 regulatory subunit SDS22
NW_007930836.1,1244022,1246037,-,19883420,,BBA_00408,XP_008593727.1,655,CUE domain-containing protein
NW_007930836.1,1247117,1247549,+,19883421,,BBA_00409,XP_008593728.1,116,40s ribosomal protein s20
NW_007930836.1,1247896,1250052,-,19883422,,BBA_00410,XP_008593729.1,626,CCCH zinc finger domain protein
NW_007930836.1,1251177,1252643,+,19883423,,BBA_00411,XP_008593730.1,488,methyltransferase domain-containing protein
NW_007930836.1,1252966,1254914,-,19883424,,BBA_00412,XP_008593731.1,476,aspartyl protease
NW_007930836.1,1255769,1256467,-,19883425,,BBA_00413,XP_008593732.1,232,orotate phosphoribosyltransferase
NW_007930836.1,1256981,1259013,+,19883426,,BBA_00414,XP_008593733.1,656,nucleolar GTP-binding protein 1
NW_007930836.1,1259736,1261781,-,19883427,,BBA_00415,XP_008593734.1,463,GDP dissociation inhibitor
NW_007930836.1,1262974,1263761,-,19883428,,BBA_00416,XP_008593735.1,236,50S ribosomal protein L4
NW_007930836.1,1264397,1265238,+,19883429,,BBA_00417,XP_008593736.1,258,K-family cellulase
NW_007930836.1,1280776,1282137,+,19883430,,BBA_00418,XP_008593737.1,431,C2H2 transcription factor
NW_007930836.1,1283147,1283409,-,19883431,,BBA_00419,XP_008593738.1,65,hypothetical protein BBA_00419
NW_007930836.1,1284088,1285482,+,19883432,,BBA_00420,XP_008593739.1,464,hypothetical protein BBA_00420
NW_007930836.1,1290018,1292895,+,19883433,,BBA_00421,XP_008593740.1,935,LAS seventeen-binding protein
NW_007930841.1,735878,740494,+,19885999,,BBA_02987,XP_008596306.1,920,suppressor of Mek1
NW_007930841.1,741466,743890,-,19886000,,BBA_02988,XP_008596307.1,770,ATPase protein
NW_007930841.1,744839,745290,-,19886001,,BBA_02989,XP_008596308.1,81,cytochrome c oxidase-assembly factor COX23
NW_007930841.1,745676,747056,-,19886002,,BBA_02990,XP_008596309.1,415,prenyltransferase and squalene oxidase
NW_007930841.1,748308,749315,+,19886003,,BBA_02991,XP_008596310.1,335,short-chain dehydrogenase
NW_007930841.1,749515,752404,-,19886004,,BBA_02992,XP_008596311.1,839,MutS domain V
NW_007930841.1,752619,755492,+,19886005,,BBA_02993,XP_008596312.1,876,WD domain-containing protein
NW_007930841.1,759056,761945,+,19886006,,BBA_02994,XP_008596313.1,912,glycosyltransferase family 20
NW_007930841.1,762799,764065,+,19886007,,BBA_02995,XP_008596314.1,399,branched-chain amino acid aminotransferase
NW_007930841.1,764318,764818,-,19886008,,BBA_02996,XP_008596315.1,166,"antigenic cell wall galactomannoprotein, putative"
NW_007930841.1,769920,770949,+,19886009,,BBA_02997,XP_008596316.1,170,hypothetical protein BBA_02997
NW_007930841.1,771851,773912,+,19886010,,BBA_02998,XP_008596317.1,542,GMP synthase
NW_007930841.1,774598,775011,-,19886011,,BBA_02999,XP_008596318.1,99,hydrophobin-like protein
NW_007930841.1,784001,784959,+,19886012,,BBA_03000,XP_008596319.1,234,isochorismatase-like protein
NW_007930841.1,786983,787975,+,19886013,,BBA_03001,XP_008596320.1,247,ABC-type Fe3+ transport system
NW_007930841.1,789478,791149,+,19886014,,BBA_03002,XP_008596321.1,525,Cytochrome P450 CYP561D2P
NW_007930841.1,791265,792490,-,19886015,,BBA_03003,XP_008596322.1,306,serine protein kinase
NW_007930841.1,793370,794271,-,19886016,,BBA_03004,XP_008596323.1,266,tat pathway signal sequence
NW_007930841.1,794837,795280,-,19886017,,BBA_03005,XP_008596324.1,147,hypothetical protein BBA_03005
NW_007930841.1,796619,797347,+,19886018,,BBA_03006,XP_008596325.1,204,tat pathway signal sequence
NW_007930841.1,797525,798208,-,19886019,,BBA_03007,XP_008596326.1,227,hypothetical protein BBA_03007
NW_007930841.1,800318,800899,+,19886020,,BBA_03008,XP_008596327.1,193,pheromone precursor
NW_007930841.1,803829,804926,+,19886021,,BBA_03009,XP_008596328.1,330,putative nicotinamide mononucleotide adenylyltransferase
NW_007930841.1,805178,806463,-,19886022,,BBA_03010,XP_008596329.1,402,hypothetical protein BBA_03010
NW_007930841.1,807376,809187,+,19886023,,BBA_03011,XP_008596330.1,603,phosphatidylinositol-specific phospholipase C
NW_007930841.1,809450,810612,-,19886024,,BBA_03012,XP_008596331.1,357,NAD-binding Rossmann fold oxidoreductase family protein
NW_007930841.1,813889,815986,+,19886025,,BBA_03013,XP_008596332.1,545,hexose transporter
NW_007930841.1,822190,822714,+,19886026,,BBA_03014,XP_008596333.1,154,bZIP transcription factor
NW_007930841.1,826227,826746,-,19886027,,BBA_03015,XP_008596334.1,136,class I hydrophobin
NW_007930841.1,830607,831904,+,19886028,,BBA_03016,XP_008596335.1,415,peptidase family protein
NW_007930841.1,832026,833192,-,19886029,,BBA_03017,XP_008596336.1,388,S-methyl-5-thioribose-1-phosphate isomerase
NW_007930841.1,833583,838325,+,19886030,,BBA_03018,XP_008596337.1,1535,TMEM1 family protein
NW_007930841.1,838817,839641,-,19886031,,BBA_03019,XP_008596338.1,209,hypothetical protein BBA_03019
NW_007930841.1,840477,841130,-,19886032,,BBA_03020,XP_008596339.1,181,NADH:ubiquinone oxidoreductase 20.1kD subunit
NW_007930841.1,841872,846995,+,19886033,,BBA_03021,XP_008596340.1,1707,SNF2 family domain-containing protein
NW_007930841.1,847985,850947,+,19886034,,BBA_03022,XP_008596341.1,881,serine/threonine protein kinase
NW_007930841.1,851377,851827,-,19886035,,BBA_03023,XP_008596342.1,130,hypothetical protein BBA_03023
NW_007930841.1,854401,855184,-,19886036,,BBA_03024,XP_008596343.1,184,hypothetical protein BBA_03024
NW_007930836.1,1293774,1295983,+,19883434,,BBA_00422,XP_008593741.1,690,chromatin remodeling complex subunit
NW_007930836.1,1296627,1298625,-,19883435,,BBA_00423,XP_008593742.1,638,multidrug and toxin extrusion protein
NW_007930836.1,1300064,1301324,-,19883436,,BBA_00424,XP_008593743.1,399,tyrosyl-DNA phosphodiesterase
NW_007930836.1,1302058,1304103,+,19883437,,BBA_00425,XP_008593744.1,667,disulfide isomerase
NW_007930836.1,1304452,1307813,-,19883438,,BBA_00426,XP_008593745.1,989,phospholipase D2
NW_007930836.1,1308824,1309455,+,19883439,,BBA_00427,XP_008593746.1,191,Acyl-CoA N-acyltransferase
NW_007930836.1,1310319,1311657,+,19883440,,BBA_00428,XP_008593747.1,328,ribonuclease T2 family protein
NW_007930836.1,1312023,1313348,-,19883441,,BBA_00429,XP_008593748.1,387,translocation protein SEC62
NW_007930836.1,1313801,1314340,+,19883442,,BBA_00430,XP_008593749.1,138,RNA polymerase II transcription mediator
NW_007930836.1,1314498,1315356,-,19883443,,BBA_00431,XP_008593750.1,233,Pyrimidine 5-nucleotidase
NW_007930836.1,1316267,1318648,+,19883444,,BBA_00432,XP_008593751.1,793,hypothetical protein BBA_00432
NW_007930836.1,1322312,1325386,+,19883445,,BBA_00433,XP_008593752.1,977,KH domain-containing protein
NW_007930836.1,1326207,1328321,-,19883446,,BBA_00434,XP_008593753.1,681,DEAD/DEAH box helicase
NW_007930836.1,1328694,1330385,+,19883447,,BBA_00435,XP_008593754.1,563,hypothetical protein BBA_00435
NW_007930836.1,1330510,1331443,-,19883448,,BBA_00436,XP_008593755.1,291,CT20 family protein
NW_007930836.1,1331771,1334683,+,19883449,,BBA_00437,XP_008593756.1,970,Spc97/Spc98 family protein
NW_007930836.1,1335150,1335752,+,19883450,,BBA_00438,XP_008593757.1,200,"GNAT family acetyltransferase, putative"
NW_007930836.1,1335920,1336777,-,19883451,,BBA_00439,XP_008593758.1,285,alanyl-tRNA synthetase
NW_007930836.1,1337472,1338990,+,19883452,,BBA_00440,XP_008593759.1,426,DASH complex subunit Ask1
NW_007930836.1,1339624,1339944,-,19883453,,BBA_00441,XP_008593760.1,106,hypothetical protein BBA_00441
NW_007930836.1,1341211,1341762,-,19883454,,BBA_00442,XP_008593761.1,183,"Rho-associated protein kinase, putative"
NW_007930836.1,1347118,1348458,-,19883455,,BBA_00443,XP_008593762.1,379,cuticle-degrading protease bassiasin I precursor
NW_007930836.1,1351035,1354397,-,19883456,,BBA_00444,XP_008593763.1,933,"nucleoside transporter, putative"
NW_007930836.1,1355244,1356056,+,19883457,,BBA_00445,XP_008593764.1,270,hypothetical protein BBA_00445
NW_007930836.1,1356403,1357155,-,19883458,,BBA_00446,XP_008593765.1,250,oxidoreductase-like protein
NW_007930836.1,1357647,1358615,+,19883459,,BBA_00447,XP_008593766.1,243,"oxidoreductase, short chain dehydrogenase/reductase family"
NW_007930836.1,1358777,1359283,-,19883460,,BBA_00448,XP_008593767.1,168,hypothetical protein BBA_00448
NW_007930836.1,1361618,1363162,+,19883461,,BBA_00449,XP_008593768.1,514,low affinity iron transporter
NW_007930836.1,1364260,1365405,+,19883462,,BBA_00450,XP_008593769.1,381,Putative Zn(II)2Cys6 transcription factor
NW_007930836.1,1365443,1367304,-,19883463,,BBA_00451,XP_008593770.1,549,"MFS transporter, putative"
NW_007930836.1,1368240,1369786,+,19883464,,BBA_00452,XP_008593771.1,494,FAD dependent oxidoreductase
NW_007930836.1,1371779,1375291,+,19883465,,BBA_00453,XP_008593772.1,1149,AARP2CN domain-containing protein
NW_007930836.1,1376164,1377172,-,19883466,,BBA_00454,XP_008593773.1,291,cell lysis protein-like protein
NW_007930836.1,1380193,1380999,-,19883467,,BBA_00455,XP_008593774.1,268,"MYND domain protein, putative"
NW_007930836.1,1381810,1385109,-,19883468,,BBA_00456,XP_008593775.1,1059,GTPase-activating protein GYP5
NW_007930836.1,1388610,1392187,+,19883469,,BBA_00457,XP_008593776.1,1170,integral membrane channel protein
NW_007930836.1,1392696,1392979,-,19883470,,BBA_00458,XP_008593777.1,59,hypothetical protein BBA_00458
NW_007930836.1,1394837,1397392,+,19883471,,BBA_00459,XP_008593778.1,851,hypothetical protein BBA_00459
NW_007930841.1,856405,857622,-,19886037,,BBA_03025,XP_008596344.1,376,bZIP transcription factor
NW_007930841.1,858760,860115,-,19886038,,BBA_03026,XP_008596345.1,451,Secretory lipase family protein
NW_007930841.1,860558,861271,-,19886039,,BBA_03027,XP_008596346.1,172,hypothetical protein BBA_03027
NW_007930841.1,862084,863174,-,19886040,,BBA_03028,XP_008596347.1,342,ubiquinol-cytochrome-c reductase cytochrome c1
NW_007930841.1,864250,865182,+,19886041,,BBA_03029,XP_008596348.1,310,hypothetical protein BBA_03029
NW_007930841.1,867017,868665,+,19886042,,BBA_03030,XP_008596349.1,499,MFS multidrug transporter
NW_007930841.1,868980,870311,-,19886043,,BBA_03031,XP_008596350.1,443,lipase 2 precursor
NW_007930841.1,872605,873798,+,19886044,,BBA_03032,XP_008596351.1,397,endothiapepsin-like protein
NW_007930841.1,875537,878065,+,19886045,,BBA_03033,XP_008596352.1,842,dynamin family protein
NW_007930841.1,878257,879311,-,19886046,,BBA_03034,XP_008596353.1,211,hypothetical protein BBA_03034
NW_007930841.1,880217,880930,-,19886047,,BBA_03035,XP_008596354.1,217,transmembrane adaptor Erv26
NW_007930841.1,881390,882301,+,19886048,,BBA_03036,XP_008596355.1,280,methyltransferase domain-containing protein
NW_007930841.1,882510,884654,-,19886049,,BBA_03037,XP_008596356.1,592,lysyl-tRNA synthetase
NW_007930841.1,885428,886366,-,19886050,,BBA_03038,XP_008596357.1,312,dienelactone hydrolase domain-containing protein
NW_007930841.1,889735,891650,+,19886051,,BBA_03039,XP_008596358.1,600,flavin containing amine oxidoreductase
NW_007930841.1,892285,892991,-,19886052,,BBA_03040,XP_008596359.1,138,DUF636 domain protein
NW_007930841.1,894034,895498,-,19886053,,BBA_03041,XP_008596360.1,378,Isocitrate dehydrogenase
NW_007930841.1,896666,898826,-,19886054,,BBA_03042,XP_008596361.1,661,putative germinal center kinases group protein
NW_007930841.1,900299,902027,-,19886055,,BBA_03043,XP_008596362.1,557,UBX domain-containing protein
NW_007930841.1,905339,907063,+,19886056,,BBA_03044,XP_008596363.1,523,hexose transporter
NW_007930841.1,907742,908416,+,19886057,,BBA_03045,XP_008596364.1,224,Acyl-CoA N-acyltransferase
NW_007930841.1,910182,910529,+,19886058,,BBA_03046,XP_008596365.1,96,hypothetical protein BBA_03046
NW_007930841.1,911432,912370,-,19886059,,BBA_03047,XP_008596366.1,312,pyridoxine biosynthesis protein
NW_007930841.1,914987,915822,+,19886060,,BBA_03048,XP_008596367.1,235,SNO glutamine amidotransferase
NW_007930841.1,917042,918607,-,19886061,,BBA_03049,XP_008596368.1,410,RNA recognition domain-containing protein
NW_007930841.1,924395,929966,+,19886062,,BBA_03050,XP_008596369.1,1822,ECM29 protein
NW_007930841.1,930092,932264,-,19886063,,BBA_03051,XP_008596370.1,619,polyamine transporter 3
NW_007930841.1,933583,935552,+,19886064,,BBA_03052,XP_008596371.1,573,peptidase family M20/M25/M40
NW_007930841.1,936788,938912,+,19886065,,BBA_03053,XP_008596372.1,686,abc transporter
NW_007930841.1,940821,943544,-,19886066,,BBA_03054,XP_008596373.1,907,pheromone-regulated membrane protein
NW_007930841.1,949776,950767,-,19886067,,BBA_03055,XP_008596374.1,307,HPP family protein
NW_007930841.1,953916,954707,+,19886068,,BBA_03056,XP_008596375.1,239,Ulp1 protease family protein
NW_007930841.1,956220,956904,-,19886069,,BBA_03057,XP_008596376.1,203,hypothetical protein BBA_03057
NW_007930841.1,957895,958418,+,19886070,,BBA_03058,XP_008596377.1,154,DUF1348 domain protein
NW_007930841.1,958756,960345,+,19886071,,BBA_03059,XP_008596378.1,475,ThiF family protein
NW_007930841.1,960556,961377,-,19886072,,BBA_03060,XP_008596379.1,255,Presequence translocated-associated motor subunit pam17
NW_007930841.1,962066,963712,+,19886073,,BBA_03061,XP_008596380.1,529,phosphotransferase family protein
NW_007930841.1,967156,969460,+,19886074,,BBA_03062,XP_008596381.1,685,"putative Heat-labile enterotoxin IIB, A chain"
NW_007930841.1,972203,974062,+,19886075,,BBA_03063,XP_008596382.1,465,chromo domain-containing protein
NW_007930836.1,1397728,1398876,-,19883472,,BBA_00460,XP_008593779.1,382,tapA protein
NW_007930836.1,1400136,1405034,-,19883473,,BBA_00461,XP_008593780.1,1602,topoisomerase IV
NW_007930836.1,1410796,1412368,+,19883474,,BBA_00462,XP_008593781.1,454,APSES transcription factor Xbp1
NW_007930836.1,1412935,1413330,-,19883475,,BBA_00463,XP_008593782.1,131,TPR repeat protein
NW_007930836.1,1415018,1416715,-,19883476,,BBA_00464,XP_008593783.1,524,major facilitator superfamily transporter
NW_007930836.1,1418730,1420640,+,19883477,,BBA_00465,XP_008593784.1,559,serine/threonine-protein phosphatase 2B catalytic subunit
NW_007930836.1,1420789,1421457,-,19883478,,BBA_00466,XP_008593785.1,188,Bis(5\\'-adenosyl)-triphosphatase
NW_007930836.1,1421980,1423846,-,19883479,,BBA_00467,XP_008593786.1,574,major facilitator superfamily transporter
NW_007930836.1,1425748,1428141,+,19883480,,BBA_00468,XP_008593787.1,779,pre-mRNA-splicing factor cef-1
NW_007930836.1,1428496,1430736,-,19883481,,BBA_00469,XP_008593788.1,636,major facilitator superfamily transporter
NW_007930836.1,1431884,1433371,-,19883482,,BBA_00470,XP_008593789.1,495,ATP-grasp enzyme-like protein
NW_007930836.1,1433850,1434826,-,19883483,,BBA_00471,XP_008593790.1,274,catechol O-methyltransferase
NW_007930836.1,1435857,1437324,+,19883484,,BBA_00472,XP_008593791.1,448,3-dehydroquinate synthase
NW_007930836.1,1437901,1439591,-,19883485,,BBA_00473,XP_008593792.1,530,hexokinase-like protein
NW_007930836.1,1442067,1442939,+,19883486,,BBA_00474,XP_008593793.1,219,gamma interferon inducible lysosomal thiol reductase (GILT)
NW_007930836.1,1442996,1444179,-,19883487,,BBA_00475,XP_008593794.1,345,"mRNA decapping hydrolase, putative"
NW_007930836.1,1445336,1447154,-,19883488,,BBA_00476,XP_008593795.1,570,SH3 domain-containing protein
NW_007930836.1,1452114,1453324,+,19883489,,BBA_00477,XP_008593796.1,363,hypothetical protein BBA_00477
NW_007930836.1,1453856,1455256,-,19883490,,BBA_00478,XP_008593797.1,327,calcineurin-like phosphoesterase
NW_007930836.1,1456377,1458506,-,19883491,,BBA_00479,XP_008593798.1,672,exocyst complex component EXO84
NW_007930836.1,1460053,1460914,+,19883492,,BBA_00480,XP_008593799.1,241,hypothetical protein BBA_00480
NW_007930836.1,1461919,1462718,+,19883493,,BBA_00481,XP_008593800.1,196,MAS20 protein import receptor
NW_007930836.1,1463189,1465576,-,19883494,,BBA_00482,XP_008593801.1,782,wyosine base formation
NW_007930836.1,1466438,1467256,-,19883495,,BBA_00483,XP_008593802.1,225,cysteine dioxygenase
NW_007930836.1,1469300,1470938,+,19883496,,BBA_00484,XP_008593803.1,460,sulfite transporter Ssu2
NW_007930836.1,1471287,1473354,-,19883497,,BBA_00485,XP_008593804.1,668,ATP synthase regulation protein NCA2
NW_007930836.1,1474564,1475617,+,19883498,,BBA_00486,XP_008593805.1,304,fatty acid hydroxylase superfamily protein
NW_007930836.1,1476030,1476743,-,19883499,,BBA_00487,XP_008593806.1,191,pterin 4 alpha carbinolamine dehydratase
NW_007930836.1,1478299,1479656,+,19883500,,BBA_00488,XP_008593807.1,317,bZIP transcription factor
NW_007930836.1,1480301,1482774,-,19883501,,BBA_00489,XP_008593808.1,753,"Actin-like protein, ARP5 class"
NW_007930836.1,1483195,1483705,-,19883502,,BBA_00490,XP_008593809.1,93,DASH complex subunit Dad4
NW_007930836.1,1483875,1484468,+,19883503,,BBA_00491,XP_008593810.1,197,chromatin-remodeling complex subunit ies6
NW_007930836.1,1485493,1486254,+,19883504,,BBA_00492,XP_008593811.1,139,Got1 family protein
NW_007930836.1,1486986,1487792,-,19883505,,BBA_00493,XP_008593812.1,131,profilin-like protein
NW_007930836.1,1491044,1492639,+,19883506,,BBA_00494,XP_008593813.1,531,hypothetical protein BBA_00494
NW_007930836.1,1493479,1494462,-,19883507,,BBA_00495,XP_008593814.1,197,"SNARE protein, putative"
NW_007930836.1,1500450,1501487,+,19883508,,BBA_00496,XP_008593815.1,345,short chain dehydrogenase
